Method,Avg (ms),Std,Min (ms),Max (ms)
Constant,0.7490406394656748,0.06632642336612447,0.7022079935995862,0.8886079932563007
Incremental,0.9881830381570035,0.1513501086992515,0.9124799888813868,1.3580159699486103
Cumulative,0.8445708782080328,0.13117183517620581,0.7857919776579365,1.2382400178757962
