Method,Avg (ms),Std,Min (ms),Max (ms)
Constant,0.589864958905382,0.0038120290773839068,0.5816319880541414,0.5990399871952832
Incremental,0.7014195186179131,0.004174560570994679,0.6901759752072394,0.711680022184737
Cumulative,0.6414131170732434,0.004004823017947174,0.6287360193673521,0.6502400134922937
