Method,Avg (ms),Std,Min (ms),Max (ms)
Constant,51.78772785067791,3.996443134511493,41.47737808001693,62.18246587354224
Incremental,70.63771603354486,1.5742023367631275,64.43962196528446,71.9625279622851
Cumulative,62.0301456226781,0.8588944530645674,61.607649339945056,65.98336106410716
