Method,Avg (ms),Std,Min (ms),Max (ms)
Constant,34.552161730725786,3.680143179113719,31.94124854390975,46.55030561762396
Incremental,81.80298818361247,4.934613506865673,68.51394938083831,101.36192032380495
Cumulative,60.126402104825246,4.505097817007632,45.72806424333248,69.6831325389212
