Method,Avg (ms),Std,Min (ms),Max (ms)
Constant,1.4369859220972285,0.22344551699120146,0.7254080016864464,1.5472959914477542
Incremental,1.9515782398346346,0.32512416825150253,0.9333119851071388,2.09321597305825
Cumulative,1.559336001124466,0.28976994954554136,0.8031999983359128,1.6956480093649589
