Method,Avg (ms),Std,Min (ms),Max (ms)
Constant,0.5904281617410015,0.004119215321356768,0.5795840112259611,0.6000639946432784
Incremental,0.6997401587211062,0.0040683090356481814,0.6901760116452351,0.70963199948892
Cumulative,0.6385254390002228,0.0038076256901108797,0.6287359988782555,0.6471680043032393
