Method,Avg (ms),Std,Min (ms),Max (ms)
Constant,1.4398991975968238,0.21521474592813347,0.7076480002142489,1.5364799408707768
Incremental,1.9507852833083599,0.2865520979931925,0.9141759829362854,2.0802240292541683
Cumulative,1.5291897600199444,0.3106190203900326,0.7826560063986108,1.6980800398159772
