Method,Avg (ms),Std,Min (ms),Max (ms)
Constant,63.445401780191645,0.09510952852376703,63.237796485060244,63.70892869820091
Incremental,82.45831878579469,0.14542702608075217,82.14284436697199,83.15810862923536
Cumulative,89.471112333645,0.33960243945268803,88.99715514849959,91.2257588659777
