Method,Avg (ms),Std,Min (ms),Max (ms)
Constant,0.4460268814142182,0.03965730613055466,0.42288000637927325,0.6990080138930352
Incremental,0.5689641594911518,0.004747564219445929,0.5556480106097297,0.5797760078494321
Cumulative,0.5130745596758789,0.01989305813193355,0.5001920043578139,0.7064640092939953
