Method,Avg (ms),Std,Min (ms),Max (ms)
Constant,0.8155955168267246,0.023350108066913212,0.5898240046808496,0.8427519566612318
Incremental,0.9513062325399368,0.006942833715974596,0.9338880141731352,0.97075197158847
Cumulative,0.8725196750077885,0.005259925702691764,0.8622079873457551,0.8898560225497931
