Method,Avg (ms),Std,Min (ms),Max (ms)
Constant,1.4443183951231184,0.2131228170446128,0.7187200173502788,1.5329600289696828
Incremental,1.9355036757458584,0.2889897681811126,0.93155200954061,2.08825604460435
Cumulative,1.568233280070417,0.2769677627364019,0.8083519883221015,1.70835200115107
