Method,Avg (ms),Std,Min (ms),Max (ms)
Constant,1.6082134414021858,0.2322241027817104,0.7208320135250688,1.9497600162867457
Incremental,1.8123689625630504,0.34132861865514375,0.9080959834391251,1.994432014937047
Cumulative,2.1545548828007304,0.421863587026983,0.7962239992339164,2.5220479762065224
