Method,Avg (ms),Std,Min (ms),Max (ms)
Constant,0.6700851225329097,0.10364810074901079,0.579583998885937,0.8243199763819575
Incremental,0.7095910390373319,0.006092447297716934,0.6850559787126258,0.7229440232040361
Cumulative,0.6332518410950434,0.003658119306761698,0.6215680171735585,0.641024015028961
