Method,Avg (ms),Std,Min (ms),Max (ms)
Constant,1.060691519693937,0.024294533136248176,0.8263040020829067,1.0805119832511991
Incremental,1.4853475201968103,0.05048949302877489,1.2563519765390083,1.5158080452820286
Cumulative,1.1491215959948022,0.046974639429625674,0.9161919903708622,1.1707519944757223
