Method,Avg (ms),Std,Min (ms),Max (ms)
Constant,0.8240025570441503,0.008468541904680911,0.8099839964415878,0.8601600191323087
Incremental,0.9638195207598619,0.028417742418263687,0.6963200207101181,0.9902080134488642
Cumulative,0.8824012785113883,0.0271014239342996,0.6440960024483502,0.9185279987286776
