Method,Avg (ms),Std,Min (ms),Max (ms)
Constant,0.7505196792643983,0.05900388903417905,0.7089599976316094,0.8766719871200621
Incremental,0.9401673621140071,0.1099931043635178,0.8974080202169716,1.3566720025555696
Cumulative,0.8566457597722184,0.1421957928846181,0.7911039949394763,1.2401599822042044
