Method,Avg (ms),Std,Min (ms),Max (ms)
Constant,0.5902028792654164,0.0040822922143116626,0.5785600133240223,0.5990400013979524
Incremental,0.6996070389368105,0.003562860666470611,0.690175972529687,0.7096319990232587
Cumulative,0.6401126342790667,0.003660408230523121,0.6307840114459395,0.6492160002235323
