Method,Avg (ms),Std,Min (ms),Max (ms)
Constant,0.43407552182448855,0.019101822882724932,0.42390399752912344,0.6215360072892508
Incremental,0.4714403198649961,0.028557495761105462,0.4610559851716971,0.6859840092802187
Cumulative,0.47561247859739525,0.019168976156837474,0.4667520085713477,0.6645440057836822
