Method,Avg (ms),Std,Min (ms),Max (ms)
Constant,0.5079737604179536,0.08837208425391711,0.4328000050081755,0.6503679918532725
Incremental,0.6473683188549331,0.09991519177554412,0.5613119983900106,0.992224020876165
Cumulative,0.5914380807677663,0.09689917008941355,0.5072000063810265,0.9358400347264251
