Method,Avg (ms),Std,Min (ms),Max (ms)
Constant,49.65258524900651,5.191973737059224,39.819585461053066,60.215134822181426
Incremental,69.0441509922943,1.7200333083660857,58.97181038011331,70.35334229411092
Cumulative,60.33747843572288,0.9567609161816124,59.527907224721275,68.33888039516751
