Method,Avg (ms),Std,Min (ms),Max (ms)
Constant,33.69566976217204,3.1245120152608408,30.871872123912908,44.827008367865346
Incremental,86.40834997612052,8.508691500947915,67.63283260411117,100.59571339015383
Cumulative,46.40277227761573,3.1119339759303766,43.53020947647747,59.65292762534227
