Method,Avg (ms),Std,Min (ms),Max (ms)
Constant,0.5921996794617734,0.0041968494434937425,0.5795839900383726,0.6051840087166056
Incremental,0.7016550387407188,0.004284420628291962,0.6912000109441578,0.7116799782961607
Cumulative,0.6482739198184572,0.003552202941481749,0.6379520024638623,0.6553600175539032
