Method,Avg (ms),Std,Min (ms),Max (ms)
Constant,1.39086783493025,0.2744908683231901,0.7232000061776489,1.5322559201158583
Incremental,1.8902361579163698,0.4030232623886444,0.9182079969905317,2.088128014584072
Cumulative,1.5536911950443755,0.263368885604093,0.8143359997775406,1.696767970919609
